id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
3417,DL,1518,MCO,ATL,5,330,84,0
3418,DL,1698,JAX,ATL,5,330,80,0
3419,DL,1842,SAT,ATL,5,330,142,0
3420,DL,1972,TPA,ATL,5,330,85,0
3421,DL,2112,BHM,ATL,5,330,58,0
3422,DL,2306,LIT,ATL,5,330,97,0
3423,DL,2711,SAV,ATL,5,330,65,0
3424,EV,4940,OMA,ATL,5,330,147,0
3425,EV,5014,ICT,ATL,5,330,132,0
3426,EV,5062,HSV,ATL,5,330,53,0
3427,EV,5117,DHN,ATL,5,330,70,0
3428,EV,7108,PWM,IAD,5,330,114,0
3429,OO,7781,EKO,SLC,5,330,70,0
3430,US,1289,BOS,PHL,5,330,84,0
3431,US,1420,PHL,CLT,5,330,102,0
3432,US,1732,ATL,CLT,5,330,68,0
3433,US,347,PDX,PHX,5,330,148,0
3434,US,913,RIC,CLT,5,330,72,0
3435,XE,2263,BTR,IAH,5,330,72,0
3436,XE,3024,HRL,IAH,5,330,70,0
3437,YV,2605,MYR,CLT,5,330,62,0
3438,HA,103,HNL,LIH,5,331,35,0
3439,UA,576,SEA,DEN,5,331,159,0
3440,OO,6644,TUS,DEN,5,333,112,0
3441,YV,7294,SBN,ORD,5,334,46,0
3442,9E,3725,TVC,DTW,5,335,75,0
3443,9E,3804,CLE,ATL,5,335,128,0
3444,B6,728,BQN,JFK,5,335,231,0
3445,CO,463,ORD,IAH,5,335,164,0
3446,EV,5038,CAK,DTW,5,335,76,0
3447,OH,6423,DAY,DTW,5,335,75,0
3448,OO,6698,MFR,PDX,5,335,74,0
3449,XE,2865,MKE,IAH,5,335,174,0
3450,EV,7123,BTV,IAD,5,336,110,0
3451,9E,3998,TLH,ATL,5,338,68,0
3452,9E,4196,TYS,ATL,5,340,57,0
3453,CO,214,DFW,IAH,5,340,59,0
3454,DL,2123,BOS,DTW,5,340,144,0
3455,DL,2597,RIC,ATL,5,340,109,0
3456,DL,2626,FLL,ATL,5,340,118,0
3457,DL,684,AUS,ATL,5,340,134,0
3458,EV,5583,CHA,ATL,5,340,47,0
3459,MQ,4563,CMH,LGA,5,340,100,0
3460,XE,2616,LRD,IAH,5,340,66,0
3461,XE,3006,BRO,IAH,5,340,70,0
3462,XE,3015,CRP,IAH,5,340,59,0
3463,XE,5973,LAN,ORD,5,340,71,0
3464,9E,3659,ALB,ATL,5,345,183,0
3465,9E,3862,SAT,MEM,5,345,119,0
3466,9E,3949,PVD,DTW,5,345,135,0
3467,9E,4143,FWA,DTW,5,345,59,0
3468,AA,1141,JFK,MIA,5,345,190,0
3469,AA,2320,DFW,ORD,5,345,140,0
3470,CO,1727,BWI,IAH,5,345,208,0
3471,CO,240,AUS,IAH,5,345,55,0
3472,CO,278,SAT,IAH,5,345,54,0
3473,DL,1095,OKC,ATL,5,345,127,0
3474,DL,1112,PIT,ATL,5,345,129,0
3475,DL,2320,PBI,ATL,5,345,115,0
3476,DL,2481,ORF,ATL,5,345,120,0
3477,DL,2710,DFW,ATL,5,345,132,0
3478,DL,2939,DCA,ATL,5,345,120,0
3479,EV,5142,AEX,ATL,5,345,119,0
3480,EV,5218,SYR,ATL,5,345,158,0
3481,EV,5233,BTR,ATL,5,345,97,0
3482,EV,5362,SHV,ATL,5,345,123,0
3483,EV,5501,VLD,ATL,5,345,62,0
3484,OH,6264,BDL,CVG,5,345,133,0
3485,OH,6549,MFE,MEM,5,345,118,0
3486,OO,6523,PHX,LAX,5,345,85,0
3487,OO,6647,BZN,DEN,5,345,107,0
3488,US,1423,DCA,CLT,5,345,85,0
3489,XE,2919,LFT,IAH,5,345,58,0
3490,XE,5951,CAK,ORD,5,345,95,0
3491,OO,6480,IPL,YUM,5,346,34,0
3492,OO,6843,EAU,CWA,5,346,32,0
3493,OO,3099,OMA,MKE,5,349,81,0
3494,9E,3718,ERI,DTW,5,350,65,0
3495,B6,107,BUF,JFK,5,350,83,0
3496,DL,1248,IAH,ATL,5,350,130,0
3497,DL,1985,DAY,ATL,5,350,114,0
3498,DL,2387,MKE,ATL,5,350,129,0
3499,DL,734,MCI,ATL,5,350,129,0
3500,EV,5165,AGS,ATL,5,350,60,0
3501,FL,331,PHL,ATL,5,350,145,0
3502,MQ,2734,ABI,DFW,5,350,50,0
3503,MQ,2796,GRR,DFW,5,350,175,0
3504,MQ,3014,FAT,LAX,5,350,65,0
3505,MQ,3332,LBB,DFW,5,350,70,0
3506,MQ,3842,MSP,ORD,5,350,95,0
3507,MQ,3892,PHL,ORD,5,350,140,0
3508,MQ,4013,LEX,ORD,5,350,95,0
3509,OH,6498,ORD,ATL,5,350,128,0
3510,OH,6629,GRR,DTW,5,350,61,0
3511,9E,4391,MBS,DTW,5,351,59,0
3512,HA,218,HNL,KOA,5,352,41,0
3513,OO,6642,MOD,SFO,5,352,38,0
3514,9E,3836,OMA,DTW,5,355,145,0
3515,9E,3955,LBB,MEM,5,355,119,0
3516,9E,4200,TYS,CVG,5,355,64,0
3517,9E,4274,AMA,MEM,5,355,120,0
3518,B6,735,JFK,BQN,5,355,215,0
3519,DL,2356,RDU,DTW,5,355,125,0
3520,DL,377,BDL,DTW,5,355,130,0
3521,HA,202,HNL,ITO,5,355,49,0
3522,MQ,2864,SGF,DFW,5,355,90,0
3523,OH,6414,AZO,DTW,5,355,58,0
3524,OO,7014,RDM,SFO,5,355,101,0
3525,9E,3668,TYS,LGA,5,360,131,0
3526,9E,3724,ABE,DTW,5,360,115,0
3527,9E,3755,SWF,DTW,5,360,120,0
3528,9E,3757,BGM,DTW,5,360,103,0
3529,9E,3795,SBN,CVG,5,360,60,0
3530,9E,3845,AVP,DTW,5,360,105,0
3531,9E,3850,FNT,DTW,5,360,48,0
3532,9E,3871,BHM,DTW,5,360,125,0
3533,9E,3875,GSP,DTW,5,360,115,0
3534,9E,3893,FWA,ATL,5,360,115,0
3535,9E,3923,IAH,MEM,5,360,95,0
3536,9E,3985,DSM,MEM,5,360,100,0
3537,9E,4026,ORF,DTW,5,360,125,0
3538,9E,4272,ECP,MEM,5,360,90,0
3539,9E,4324,DCA,JFK,5,360,82,0
3540,AA,1056,TUL,DFW,5,360,70,0
3541,AA,1140,SAT,DFW,5,360,65,0
3542,AA,1143,TPA,DFW,5,360,170,0
3543,AA,1215,DCA,DFW,5,360,210,0
3544,AA,1225,COS,DFW,5,360,120,0
3545,AA,1406,OMA,DFW,5,360,125,0
3546,AA,1584,LAS,DFW,5,360,160,0
3547,AA,1596,PDX,DFW,5,360,225,0
3548,AA,1602,ELP,DFW,5,360,100,0
3549,AA,1615,BDL,DFW,5,360,260,0
3550,AA,1631,MSY,MIA,5,360,105,0
3551,AA,1670,AUS,ORD,5,360,165,0
3552,AA,1755,ABQ,DFW,5,360,105,0
3553,AA,1839,OKC,DFW,5,360,60,0
3554,AA,1843,BOS,ORD,5,360,175,0
3555,AA,1895,LGA,MIA,5,360,190,0
3556,AA,1921,EWR,MIA,5,360,185,0
3557,AA,1994,IAH,MIA,5,360,135,0
3558,AA,2037,BNA,MIA,5,360,135,0
3559,AA,2060,SEA,ORD,5,360,245,0
3560,AA,2103,IAD,MIA,5,360,160,0
3561,AA,2299,DTW,MIA,5,360,190,0
3562,AA,528,LAX,MIA,5,360,280,0
3563,AA,548,LAX,ORD,5,360,240,0
3564,AA,552,SFO,MIA,5,360,315,0
3565,AA,654,PHX,DFW,5,360,130,0
3566,AS,454,SEA,LAX,5,360,150,0
3567,AS,55,ANC,FAI,5,360,58,0
3568,AS,600,SEA,LAS,5,360,143,0
3569,AS,62,FAI,ANC,5,360,69,0
3570,AS,81,SEA,ANC,5,360,219,0
3571,B6,1001,BOS,JFK,5,360,71,0
3572,B6,1133,SYR,JFK,5,360,85,0
3573,B6,1224,RDU,BOS,5,360,101,0
3574,B6,146,PBI,JFK,5,360,152,0
3575,B6,1695,BOS,MCO,5,360,192,0
3576,B6,19,BTV,JFK,5,360,84,0
3577,B6,247,OAK,LGB,5,360,77,0
3578,B6,370,FLL,LGA,5,360,159,0
3579,B6,371,LGA,FLL,5,360,174,0
3580,B6,442,TPA,BOS,5,360,167,0
3581,B6,45,ROC,JFK,5,360,83,0
3582,B6,52,MCO,JFK,5,360,141,0
3583,B6,601,PWM,JFK,5,360,75,0
3584,B6,63,JFK,TPA,5,360,176,0
3585,B6,701,JFK,SJU,5,360,218,0
3586,CO,1045,CLE,IAH,5,360,190,0
3587,CO,1428,CLT,IAH,5,360,180,0
3588,CO,1810,SMF,IAH,5,360,220,0
3589,CO,198,DEN,IAH,5,360,143,0
3590,CO,361,PHX,IAH,5,360,150,0
3591,CO,469,SFO,IAH,5,360,225,0
3592,CO,759,DCA,IAH,5,360,206,0
3593,CO,89,IAH,EWR,5,360,200,0
3594,DL,1084,ANC,MSP,5,360,326,0
3595,DL,1106,SEA,SLC,5,360,120,0
3596,DL,1181,RSW,ATL,5,360,110,0
3597,DL,1297,JFK,ATL,5,360,168,0
3598,DL,1301,IND,ATL,5,360,105,0
3599,DL,1371,BOS,LGA,5,360,68,0
3600,DL,1401,BOS,ATL,5,360,190,0
3601,DL,1504,MCI,DTW,5,360,118,0
3602,DL,1602,LAS,ATL,5,360,223,0
3603,DL,1625,BWI,ATL,5,360,120,0
3604,DL,1767,CLT,DTW,5,360,115,0
3605,DL,1831,PDX,SLC,5,360,107,0
3606,DL,1889,CVG,ATL,5,360,103,0
3607,DL,1949,RDU,ATL,5,360,87,0
3608,DL,2205,MDW,ATL,5,360,120,0
3609,DL,2280,STL,ATL,5,360,110,0
3610,DL,2480,SEA,DTW,5,360,253,0
3611,DL,2525,BOS,MSP,5,360,210,0
3612,DL,2530,BZN,MSP,5,360,138,0
3613,DL,2581,SDF,ATL,5,360,84,0
3614,DL,2806,SFO,MSP,5,360,222,0
3615,DL,2816,LAS,DTW,5,360,234,0
3616,DL,725,SFO,SLC,5,360,113,0
3617,EV,4942,JAX,DCA,5,360,112,0
3618,EV,4946,ABY,ATL,5,360,50,0
3619,EV,4979,TRI,ATL,5,360,67,0
3620,EV,4998,XNA,ATL,5,360,119,0
3621,EV,5011,ROA,DTW,5,360,98,0
3622,EV,5027,MLI,ATL,5,360,130,0
3623,EV,5079,LYH,ATL,5,360,85,0
3624,EV,5141,EVV,ATL,5,360,80,0
3625,EV,5169,HPN,ATL,5,360,151,0
3626,EV,5257,BDL,DCA,5,360,84,0
3627,EV,5275,FAY,ATL,5,360,86,0
3628,CO,269,SFO,IAH,5,15,205,1
3629,AA,2400,LAX,DFW,5,20,165,1
3630,AS,108,ANC,SEA,5,30,202,1
3631,CO,1094,LAX,IAH,5,30,181,1
3632,DL,1768,LAX,MSP,5,30,220,1
3633,CO,223,ANC,SEA,5,49,201,1
3634,CO,1496,LAS,IAH,5,60,162,1
3635,AS,128,FAI,SEA,5,80,206,1
3636,HA,17,LAS,HNL,5,100,380,1
3637,B6,768,PSE,MCO,5,262,180,1
3638,US,1983,BOS,CLT,5,300,135,1
3639,OO,6505,LMT,SFO,5,315,95,1
3640,OO,4793,PSC,SLC,5,325,90,1
3641,US,1521,BWI,CLT,5,325,83,1
3642,9E,3775,ALB,DTW,5,330,120,1
3643,DL,2054,PNS,ATL,5,330,75,1
3644,DL,2995,BNA,ATL,5,330,67,1
3645,EV,5393,MGM,ATL,5,330,57,1
3646,EV,5532,CAE,ATL,5,330,64,1
3647,OO,6917,ACV,SMF,5,330,65,1
3648,AA,674,ORD,MIA,5,335,185,1
3649,AA,1297,DFW,MIA,5,345,160,1
3650,CO,1677,PHL,IAH,5,345,219,1
3651,CO,633,LGA,IAH,5,345,235,1
3652,DL,1506,LAX,DTW,5,345,270,1
3653,OO,6407,FAT,SFO,5,345,45,1
3654,OO,6964,RDM,PDX,5,345,58,1
3655,UA,756,SFO,DEN,5,348,158,1
3656,MQ,3632,CLT,MIA,5,350,120,1
3657,MQ,3781,LIT,ORD,5,350,105,1
3658,9E,3935,EWR,DTW,5,355,130,1
3659,9E,3957,ATW,MSP,5,360,76,1
3660,9E,4239,ITH,DTW,5,360,97,1
3661,AA,1878,SMF,DFW,5,360,205,1
3662,AA,1965,STL,DFW,5,360,115,1
3663,AA,2301,ORD,DFW,5,360,150,1
3664,AA,445,DCA,ORD,5,360,125,1
3665,AA,526,SFO,DFW,5,360,215,1
3666,AA,708,AUS,DFW,5,360,60,1
3667,B6,155,JFK,MCO,5,360,168,1
3668,B6,68,FLL,JFK,5,360,160,1
3669,CO,308,PDX,IAH,5,360,238,1
3670,DL,1157,CMH,ATL,5,360,110,1
3671,DL,1447,LGA,ATL,5,360,167,1
3672,DL,1580,SFO,ATL,5,360,270,1
3673,DL,2264,DFW,MEM,5,360,92,1
3674,DL,2437,CLT,ATL,5,360,82,1
3675,EV,5265,SYR,DTW,5,360,115,1
3676,EV,5366,SGF,ATL,5,360,119,1
3677,EV,5491,OAJ,ATL,5,360,98,1
3678,EV,7097,CMH,ORD,5,360,82,1
3679,EV,7117,ROA,ORD,5,360,116,1
3680,MQ,3450,XNA,DFW,5,360,70,1
3681,MQ,3748,ORD,MSP,5,360,85,1
3682,MQ,3807,ORD,ATL,5,360,120,1
3683,OH,6560,ORD,JFK,5,360,133,1
3684,OO,6369,CLD,LAX,5,360,40,1
3685,OO,6684,MEM,ORD,5,360,110,1
3686,OO,6836,PAH,ORD,5,360,78,1
3687,OO,6893,ACV,SFO,5,360,82,1
3688,UA,707,ORD,DEN,5,360,160,1
3689,US,1262,MIA,PHL,5,360,169,1
3690,US,1997,ORD,CLT,5,360,118,1
3691,US,985,MSY,CLT,5,360,108,1
3692,WN,1289,GEG,SEA,5,360,70,1
3693,WN,2529,IND,DEN,5,360,185,1
3694,WN,702,MDW,LAS,5,360,245,1
3695,WN,735,IAD,DEN,5,360,240,1
3696,WN,748,SMF,DEN,5,360,145,1
3697,WN,944,OAK,ONT,5,360,75,1
3698,XE,2647,MCI,IAH,5,360,124,1
3699,XE,2997,MSP,EWR,5,360,158,1
3700,XE,5905,ABE,ORD,5,360,136,1
3701,OO,7052,DRO,DEN,5,362,76,1
3702,AA,2127,PHL,MIA,5,365,175,1
3703,AS,73,SIT,JNU,5,365,42,1
3704,B6,451,BOS,FLL,5,365,204,1
3705,DL,1024,BDL,ATL,5,365,175,1
3706,MQ,3894,XNA,ORD,5,365,100,1
3707,OO,6232,FAT,LAS,5,365,77,1
3708,UA,600,ORD,DCA,5,365,111,1
3709,US,486,RNO,PHX,5,365,107,1
3710,WN,1426,STL,DAL,5,365,110,1
3711,WN,1481,BNA,DEN,5,365,185,1
3712,WN,28,BOS,BWI,5,365,110,1
3713,WN,317,MDW,DEN,5,365,170,1
3714,WN,410,CMH,MDW,5,365,70,1
3715,OO,6374,PSP,SFO,5,367,88,1
3716,DL,2865,BUF,ATL,5,370,154,1
3717,EV,5176,VPS,MEM,5,370,88,1
3718,F9,653,ATL,DEN,5,370,201,1
3719,OO,4682,SJC,SLC,5,370,112,1
3720,OO,6716,CRW,ORD,5,370,97,1
3721,US,641,DFW,PHX,5,370,157,1
3722,WN,3060,LAX,PHX,5,370,75,1
3723,WN,682,AUS,DEN,5,370,140,1
3724,WN,821,OAK,LAX,5,370,75,1
3725,OO,6320,LAX,SAN,5,372,48,1
3726,9E,4259,PLN,DTW,5,375,95,1
3727,DL,1762,BNA,DTW,5,375,126,1
3728,EV,5611,LEX,ATL,5,375,85,1
3729,F9,319,DCA,MKE,5,375,130,1
3730,MQ,4199,EVV,ORD,5,375,85,1
3731,US,1626,CLT,LGA,5,375,100,1
3732,WN,1056,STL,LAS,5,375,235,1
3733,WN,107,MDW,PHL,5,375,125,1
3734,WN,1915,BDL,BWI,5,375,80,1
3735,WN,2377,PIT,MCO,5,375,150,1
3736,WN,3915,AUS,HOU,5,375,50,1
3737,WN,568,BHM,PHX,5,375,240,1
3738,WN,685,OMA,STL,5,375,70,1
3739,WN,840,DEN,PHX,5,375,120,1
3740,WN,912,OAK,SNA,5,375,85,1
3741,XE,2535,SDF,EWR,5,375,114,1
3742,UA,988,DSM,DEN,5,379,127,1
3743,9E,4008,ORF,JFK,5,380,94,1
3744,AA,1433,BDL,MIA,5,380,205,1
3745,AA,2515,STL,MIA,5,380,160,1
3746,CO,1517,MSP,IAH,5,380,182,1
3747,DL,1449,IAD,ATL,5,380,129,1
3748,OO,4554,GTF,SLC,5,380,88,1
3749,OO,4667,TUL,SLC,5,380,154,1
3750,US,1269,JFK,CLT,5,380,120,1
3751,US,1434,MIA,CLT,5,380,126,1
3752,US,542,SJC,PHX,5,380,113,1
3753,WN,1591,PHL,BOS,5,380,80,1
3754,WN,220,BHM,HOU,5,380,115,1
3755,WN,496,PDX,DEN,5,380,145,1
3756,WN,758,DAL,LIT,5,380,60,1
3757,DL,1241,GSP,ATL,5,383,63,1
3758,AA,1361,HSV,DFW,5,385,135,1
3759,AA,419,BOS,DFW,5,385,270,1
3760,AA,509,DTW,DFW,5,385,185,1
3761,CO,1437,TPA,IAH,5,385,142,1
3762,CO,625,EWR,CLE,5,385,100,1
3763,DL,1192,SMF,SLC,5,385,103,1
3764,MQ,2782,LEX,DFW,5,385,160,1
3765,OH,6421,EWR,CVG,5,385,140,1
3766,OO,4624,FAT,SLC,5,385,104,1
3767,WN,1019,SFO,LAX,5,385,75,1
3768,WN,1093,BUF,BWI,5,385,90,1
3769,WN,1633,LAS,TUS,5,385,75,1
3770,WN,3073,PVD,BWI,5,385,90,1
3771,WN,8,HRL,HOU,5,385,60,1
3772,XE,2563,EWR,STL,5,385,172,1
3773,OO,6828,RNO,SFO,5,386,69,1
3774,UA,491,OKC,DEN,5,387,113,1
3775,XE,2821,ORF,CLE,5,388,107,1
3776,XE,2921,GRR,IAH,5,388,182,1
3777,9E,3669,SGF,MEM,5,390,75,1
3778,9E,3890,DLH,DTW,5,390,112,1
3779,9E,4001,ORD,MEM,5,390,115,1
3780,9E,4211,STL,MEM,5,390,75,1
3781,CO,1121,BOS,EWR,5,390,81,1
3782,CO,338,EWR,MIA,5,390,187,1
3783,DL,1162,BNA,ATL,5,390,90,1
3784,DL,2700,SJC,MSP,5,390,228,1
3785,DL,2853,HSV,ATL,5,390,80,1
3786,EV,5078,BTR,MEM,5,390,76,1
3787,EV,7311,MLU,MEM,5,390,70,1
3788,F9,510,SAN,DEN,5,390,143,1
3789,MQ,3307,DFW,CRP,5,390,80,1
3790,MQ,3534,LIT,DFW,5,390,80,1
3791,OO,4591,PSC,SLC,5,390,96,1
3792,OO,4762,PSP,SLC,5,390,102,1
3793,OO,4881,MKE,MEM,5,390,115,1
3794,OO,7011,SMX,LAX,5,390,57,1
3795,US,183,ONT,PHX,5,390,75,1
3796,US,654,JFK,PHX,5,390,349,1
3797,WN,1092,MDW,STL,5,390,65,1
3798,WN,1107,LIT,STL,5,390,70,1
3799,WN,1868,OMA,MDW,5,390,85,1
3800,WN,201,DAL,HOU,5,390,60,1
3801,WN,2264,BNA,BWI,5,390,100,1
3802,WN,2442,DAL,AUS,5,390,55,1
3803,WN,249,SJC,LAX,5,390,75,1
3804,WN,900,SAN,PHX,5,390,75,1
3805,MQ,4488,CRW,LGA,5,395,100,1
3806,OO,4458,BZN,SLC,5,395,75,1
3807,WN,1839,IAD,MDW,5,395,120,1
3808,WN,326,LAX,LAS,5,395,60,1
3809,WN,3854,PHX,PDX,5,395,175,1
3810,WN,752,HOU,DEN,5,395,155,1
3811,WN,7,MCI,DAL,5,395,95,1
3812,AA,495,MIA,DFW,5,400,195,1
3813,AS,560,PDX,LAX,5,400,137,1
3814,DL,1040,COS,ATL,5,400,169,1
3815,DL,1100,LAS,SLC,5,400,82,1
3816,DL,1308,AUS,ATL,5,400,142,1
3817,DL,1829,GRR,DTW,5,400,70,1
3818,DL,2998,PDX,JFK,5,400,319,1
3819,FL,29,MDW,ATL,5,400,116,1
3820,MQ,3542,CLE,DFW,5,400,185,1
3821,MQ,4243,RDU,ORD,5,400,140,1
3822,WN,1075,SAT,ELP,5,400,90,1
3823,WN,1122,DTW,DEN,5,400,200,1
3824,WN,1252,STL,BWI,5,400,120,1
3825,WN,1482,BUF,MCO,5,400,170,1
3826,WN,960,SAN,BWI,5,400,295,1
3827,WN,973,SJC,DEN,5,400,145,1
3828,XE,2086,LIT,EWR,5,400,165,1
3829,XE,2621,EWR,SDF,5,400,145,1
3830,9E,4127,BDL,RDU,5,405,123,1
3831,AA,407,ORD,STL,5,405,65,1
3832,AA,452,MIA,BOS,5,405,180,1
3833,CO,1535,EWR,PHX,5,405,340,1
3834,CO,1598,SNA,IAH,5,405,204,1
3835,CO,194,LAX,IAH,5,405,192,1
3836,DL,1979,BHM,ATL,5,405,69,1
3837,EV,5581,GRK,ATL,5,405,134,1
3838,F9,847,IND,DEN,5,405,169,1
3839,OO,6814,LAX,SEA,5,405,164,1
3840,UA,8,SNA,SFO,5,405,101,1
3841,US,1583,PHL,CLT,5,405,115,1
3842,US,1848,MSP,PHL,5,405,160,1
3843,WN,162,IND,LAS,5,405,250,1
3844,WN,346,SLC,PHX,5,405,105,1
3845,9E,4327,FNT,MSP,5,410,105,1
3846,9E,4389,DLH,MSP,5,410,60,1
3847,AA,1397,ORD,RSW,5,410,165,1
3848,CO,1701,EWR,FLL,5,410,178,1
3849,CO,91,EWR,LAX,5,410,357,1
3850,DL,1922,MKE,DTW,5,410,75,1
3851,DL,2490,PDX,MSP,5,410,196,1
3852,MQ,3268,ACT,DFW,5,410,45,1
3853,OH,6303,DCA,STL,5,410,142,1
3854,US,62,DEN,CLT,5,410,189,1
3855,WN,1140,TPA,HOU,5,410,145,1
3856,WN,1218,ABQ,LAS,5,410,100,1
3857,WN,1279,PHX,BWI,5,410,255,1
3858,WN,1422,SAN,SFO,5,410,100,1
3859,WN,3763,OAK,SLC,5,410,105,1
3860,WN,524,DAL,MCI,5,410,85,1
3861,WN,891,MHT,MCO,5,410,200,1
3862,AA,505,JFK,SJU,5,415,245,1
3863,MQ,2786,GPT,DFW,5,415,110,1
3864,WN,3238,CLE,MDW,5,415,85,1
3865,WN,3773,SLC,LAS,5,415,85,1
3866,WN,653,OAK,LAX,5,415,75,1
3867,OO,6566,SLC,SFO,5,416,143,1
3868,DL,2555,LGA,PBI,5,419,186,1
3869,9E,3982,EVV,DTW,5,420,95,1
3870,9E,4314,DTW,ORF,5,420,114,1
3871,AA,1088,BNA,LGA,5,420,125,1
3872,AA,1841,SDF,DFW,5,420,150,1
3873,AS,307,PSP,SFO,5,420,86,1
3874,AS,30,PDX,BOS,5,420,320,1
3875,AS,665,DFW,SEA,5,420,267,1
3876,B6,1100,RDU,JFK,5,420,87,1
3877,B6,1275,BOS,MCO,5,420,194,1
3878,B6,1281,BOS,RIC,5,420,108,1
3879,B6,1297,BOS,PIT,5,420,109,1
3880,B6,231,SLC,LGB,5,420,117,1
3881,B6,920,ORD,BOS,5,420,131,1
3882,CO,1724,OMA,IAH,5,420,145,1
3883,DL,1235,EWR,SLC,5,420,327,1
3884,DL,1477,ORD,ATL,5,420,125,1
3885,DL,2298,SRQ,ATL,5,420,105,1
3886,FL,1601,DFW,MCO,5,420,149,1
3887,MQ,2710,XNA,DFW,5,420,75,1
3888,MQ,3629,MIA,BNA,5,420,145,1
3889,OH,6315,RDU,MCO,5,420,120,1
3890,DL,2344,LAS,CVG,6,10,215,0
3891,US,1558,PHX,CLT,6,15,222,0
3892,AA,2400,LAX,DFW,6,20,165,0
3893,AA,2466,SFO,DFW,6,20,195,0
3894,AS,108,ANC,SEA,6,30,202,0
3895,DL,1768,LAX,MSP,6,30,220,0
3896,DL,2722,PHX,DTW,6,30,228,0
3897,DL,2606,SFO,MSP,6,35,210,0
3898,AA,2538,LAS,ORD,6,40,200,0
3899,DL,2129,PHX,JFK,6,40,283,0
3900,CO,223,ANC,SEA,6,49,201,0
3901,AA,532,LAS,DFW,6,50,145,0
3902,DL,1646,PHX,ATL,6,50,212,0
3903,DL,2055,SLC,ATL,6,50,210,0
3904,AA,2408,LAX,DFW,6,55,170,0
3905,AS,132,ANC,PDX,6,55,215,0
3906,CO,1496,LAS,IAH,6,60,160,0
3907,DL,1416,DEN,ATL,6,70,166,0
3908,DL,2223,ANC,SLC,6,85,270,0
3909,DL,1820,LAX,MEM,6,100,216,0
3910,HA,17,LAS,HNL,6,100,380,0
3911,US,122,ANC,PHX,6,113,327,0
3912,CO,315,BQN,EWR,6,165,243,0
3913,B6,766,BQN,MCO,6,240,169,0
3914,B6,750,SJU,MCO,6,259,182,0
3915,B6,768,PSE,MCO,6,262,180,0
3916,OO,6466,IYK,LAX,6,300,53,0
3917,US,1011,EWR,CLT,6,300,111,0
3918,US,1983,BOS,CLT,6,300,135,0
3919,HA,108,HNL,KOA,6,302,41,0
3920,HA,102,HNL,ITO,6,305,49,0
3921,OO,6505,LMT,SFO,6,315,95,0
3922,US,149,SEA,PHX,6,315,166,0
3923,US,1640,MCO,CLT,6,315,97,0
3924,US,908,TPA,CLT,6,315,96,0
3925,HA,106,HNL,OGG,6,317,36,0
3926,DL,1276,MSP,ATL,6,320,158,0
3927,OO,4651,FAR,MSP,6,320,62,0
3928,EV,4966,VPS,ATL,6,325,69,0
3929,OO,4793,PSC,SLC,6,325,90,0
3930,OO,4719,LWS,SLC,6,328,87,0
3931,9E,3775,ALB,DTW,6,330,120,0
3932,AA,1711,BOS,MIA,6,330,210,0
3933,DL,1518,MCO,ATL,6,330,84,0
3934,DL,1698,JAX,ATL,6,330,80,0
3935,DL,1842,SAT,ATL,6,330,142,0
3936,DL,2053,OMA,ATL,6,330,145,0
3937,DL,2054,PNS,ATL,6,330,75,0
3938,DL,2112,BHM,ATL,6,330,58,0
3939,DL,2306,LIT,ATL,6,330,97,0
3940,DL,2995,BNA,ATL,6,330,67,0
3941,EV,5014,ICT,ATL,6,330,132,0
3942,EV,5044,ECP,ATL,6,330,68,0
3943,EV,5117,DHN,ATL,6,330,70,0
3944,EV,7108,PWM,IAD,6,330,114,0
3945,OO,6917,ACV,SMF,6,330,65,0
3946,OO,7781,EKO,SLC,6,330,70,0
3947,US,1227,ATL,CLT,6,330,68,0
3948,US,1289,BOS,PHL,6,330,84,0
3949,US,610,PDX,PHX,6,330,148,0
3950,EV,7123,BTV,IAD,6,331,110,0
3951,HA,103,HNL,LIH,6,331,35,0
3952,YV,7294,SBN,ORD,6,333,46,0
3953,9E,3725,TVC,DTW,6,335,75,0
3954,9E,3804,CLE,ATL,6,335,128,0
3955,CO,1677,PHL,IAH,6,335,217,0
3956,UA,576,SEA,DEN,6,335,157,0
3957,XE,2865,MKE,IAH,6,335,172,0
3958,OO,6251,TUS,DEN,6,337,112,0
3959,CO,214,DFW,IAH,6,340,57,0
3960,DL,1008,AUS,ATL,6,340,134,0
3961,DL,2123,BOS,DTW,6,340,140,0
3962,DL,2597,RIC,ATL,6,340,109,0
3963,DL,2626,FLL,ATL,6,340,118,0
3964,XE,3006,BRO,IAH,6,340,69,0
3965,XE,3024,HRL,IAH,6,340,69,0
3966,9E,3659,ALB,ATL,6,345,183,0
3967,9E,3862,SAT,MEM,6,345,119,0
3968,9E,3949,PVD,DTW,6,345,135,0
3969,9E,4143,FWA,DTW,6,345,59,0
3970,AA,1141,JFK,MIA,6,345,190,0
3971,AA,1297,DFW,MIA,6,345,160,0
3972,AA,2320,DFW,ORD,6,345,140,0
3973,CO,1727,BWI,IAH,6,345,190,0
3974,CO,240,AUS,IAH,6,345,53,0
3975,CO,278,SAT,IAH,6,345,52,0
3976,CO,633,LGA,IAH,6,345,233,0
3977,DL,1095,OKC,ATL,6,345,127,0
3978,DL,2710,DFW,ATL,6,345,132,0
3979,DL,2939,DCA,ATL,6,345,120,0
3980,EV,5142,AEX,ATL,6,345,119,0
3981,EV,5233,BTR,ATL,6,345,97,0
